ID,Cur Stn,"Cur City, State",Cur Division,Cur Train,Model,Model Year,Built Date,Rebuilt Date,HP,Category,Train Service Code,Assign Date,Last Upd,Home Shop,Alt Shop,Power Usage,Home Operating Station,Status,Servicing State,Task Type,FRA Due,FRA Dead,Next LCDI Due,Axles,ADH,SM,AC,DP Code,DP Description,Energy Mgmt,Energy Mgmt Health,ECP Code,ECP Description,CS,LSL,PTC,PTC Health,Slow Speed,Remote Control,Auto Start,Loco Apu,Remote Diag,Fuel Cap,Rail View,Loco Grp,Brake Schedule,Amtrak Clearance,Cell Phn Detection,V/TI,Length,Weight
NS 6994,45D,"Truett Scanner, TN",Georgia (04),123.24,SD60E,2015,1985-08-01,2014-12-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,,AF,2019-05-02,2019-05-09,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 7016,PC23,"Conway, PA",Pittsburgh (74),,SD60E,2015,1985-08-01,2015-08-31,4000,RD Unit IN RD Service,RD Strawberry Ridge/York Haven (SY),2019-04-11,TXIFV,JUN,JUN,RD,,A,DS,AF,2019-06-27,2019-07-04,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 6975,A342,"North Tunnel Scanne, TN",Alabama (08),109.26,SD60E,2015,1985-09-01,2014-05-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),2017-09-12,TXIFV,CON,MDH,RD,,A,,AF,2019-05-15,2019-05-22,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 6995,1079,"Millen, GA",Georgia (04),,SD60E,2015,1985-09-01,2014-12-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),2016-02-25,QEGV1,CON,MDH,RD,,A,,AF,2019-06-06,2019-06-13,2019-05-26,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7002,ML57,"West Brownsville, PA",Pittsburgh (74),,SD60E,2015,1985-09-01,2015-03-31,4000,RD Unit IN RD Service,PB C35/C07 Service (3Y),2019-01-11,TXIFV,CON,CON,YL,"Conway, PA  (PC23)",A,,MR,2019-07-08,2019-07-15,2019-04-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,4000,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7009,ZL70,"Lancaster, PA",Harrisburg (72),,SD60E,2015,1985-10-01,2015-06-05,4000,RD Unit IN RD Service,RL Enola PA (EO),2018-11-28,QEGV1,ENO,ENO,RD,"Enola, PA  (EP70)",A,,AF,2019-06-30,2019-07-07,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7018,46TC,"Frisco, TN",Pocahontas (62),T74.26,SD60E,2015,1985-10-01,2015-09-30,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,,MR,2019-05-12,2019-05-19,2019-05-01,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,N,,"71'7""",412000
NS 6972,A163,"Elihu Scanner, KY",Lake (92),178.25,SD60E,2015,1986-03-01,2014-04-30,4000,RD Unit IN RD Service,RD Juniata (JB),2014-06-27,TXIFV,JUN,MDH,RD,,A,,AF,2019-04-26,2019-05-03,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6989,70591,"Proviso, IL",Dearborn (76),,SD60E,2015,1986-03-01,2014-11-29,4000,RD Unit IN RD Service,RD Conway Shop (4T),2017-09-12,TXIFV,CON,MDH,RD,,A,,AF,2019-05-15,2019-05-22,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 6999,10254,"Roanoke, VA",Pocahontas (62),V82.25,SD60E,2015,1986-03-01,2015-02-28,4000,RD Unit IN RD Service,RD Conway Shop (4T),2019-01-21,TXIFV,CON,MDH,RD,,A,,AF,2019-07-11,2019-07-18,2019-05-20,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 7006,EP70,"Enola, PA",Harrisburg (72),H95.26,SD60E,2015,1986-03-01,2015-05-30,4000,RD Unit IN RD Service,RL Lancaster PA (LC),2018-11-28,QEGV1,ENO,ENO,RD,"Lancaster, PA  (ZL70)",A,,AF,2019-07-16,2019-07-23,2019-05-26,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7007,EP70,"Enola, PA",Harrisburg (72),H95.26,SD60E,2015,1986-03-01,2015-05-30,4000,RD Unit IN RD Service,RL Lancaster PA (LC),2018-11-28,QEGV1,ENO,ENO,RD,"Lancaster, PA  (ZL70)",A,,AF,2019-04-30,2019-05-07,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7010,C259,"Savannah, GA",Georgia (04),,SD60E,2015,1986-03-01,2015-06-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),2015-07-29,TXIFV,CON,MDH,RD,,A,,AF,2019-05-09,2019-05-16,2019-05-20,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7011,PC23,"Conway, PA",Pittsburgh (74),,SD60E,2015,1986-03-01,2015-06-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),2016-07-12,TXIFV,CON,MDH,RD,,A,RT,AF,2019-07-13,2019-07-20,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7012,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1986-03-01,2015-07-31,4000,RD Unit IN RD Service,RD Strawberry Ridge/York Haven (SY),2019-02-22,TXIFV,JUN,JUN,RD,,A,IS,AF,2019-05-04,2019-05-11,2019-04-27,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 7020,76A,"Bulls Gap, TN",Pocahontas (62),,SD60E,2015,1986-03-01,2015-09-30,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,,AF,2019-05-26,2019-06-02,2019-05-24,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,Y,,"71'7""",412000
NS 6979,135H,"Austell Intermodal, GA",Georgia (04),,SD60E,2015,1986-08-01,2014-07-31,4000,RD Unit IN RD Service,RL Austell Transfer (A1),2019-02-19,TXIFV,INM,CHA,RD,"Atlanta, GA  (148H)",A,,AF,2019-04-04,2019-04-11,2019-04-18,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6980,,,,,SD60E,2015,1986-08-01,2014-07-31,4000,RD Unit IN RD Service,RL Austell Transfer (A1),2019-02-19,TXIFV,INM,CHA,RD,"Atlanta, GA  (148H)",A,,AF,2019-06-04,2019-06-11,2019-04-30,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6992,240A,"Chattanooga, TN",Alabama (08),,SD60E,2015,1986-08-01,2014-11-29,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,DS,AF,2019-05-29,2019-06-05,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6993,10445,"Sprigg Scanner, WV",Pocahontas (62),80W.26,SD60E,2015,1986-08-01,2014-12-30,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,,AF,2019-04-29,2019-05-06,2019-05-16,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6997,09637,"Wentzville, MO",Illinois (94),,SD60E,2015,1986-08-01,2015-01-30,4000,RD Unit IN RD Service,RD Juniata (JB),2018-01-11,TXIFV,JUN,MDH,RD,,A,IB,AF,2019-07-02,2019-07-09,2019-05-26,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7001,PL39,"Newark, DE",Harrisburg (72),,SD60E,2015,1986-08-01,2015-03-31,4000,RD Unit IN RD Service,PB C35/C07 Service (3Y),2019-01-11,TXIFV,CON,CON,YL,"Conway, PA  (PC23)",A,IB,MR,2019-04-24,2019-05-01,2019-05-20,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,4000,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7008,ZL70,"Lancaster, PA",Harrisburg (72),,SD60E,2015,1986-08-01,2015-05-30,4000,RD Unit IN RD Service,RL Enola PA (EO),2018-11-28,QEGV1,ENO,ENO,RD,"Enola, PA  (EP70)",A,,AF,2019-06-30,2019-07-07,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7019,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1986-08-01,2015-09-15,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,IS,AF,2019-06-08,2019-06-15,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,N,N,,"71'7""",412000
NS 7017,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1986-08-07,2015-09-30,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,IS,AF,2019-05-04,2019-05-11,2019-05-24,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7000,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1986-09-01,2015-02-27,4000,RD Unit IN RD Service,PB C35/C07 Service (3Y),2019-01-11,TXIFV,CON,CON,YL,"Conway, PA  (PC23)",S,IS,AF,2018-08-23,2018-08-30,2019-05-20,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7004,PC23,"Conway, PA",Pittsburgh (74),,SD60E,2015,1986-09-01,2015-04-30,4000,RD Unit IN RD Service,PB C35/C07 Service (3Y),2019-01-11,TXIFV,CON,CON,YL,"Conway, PA  (PC23)",A,,AF,2019-05-12,2019-05-19,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6974,09079,"Delphi, IN",Illinois (94),D59.25,SD60E,2015,1986-10-01,2014-05-30,4000,RD Unit IN RD Service,RD Juniata (JB),2014-06-27,TXIFV,JUN,MDH,RD,,A,IB,MR,2019-04-27,2019-05-04,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7005,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1986-10-01,2015-04-30,4000,RD Unit IN RD Service,PB C35/C07 Service (3Y),2019-01-11,TXIFV,CON,CON,YL,"Conway, PA  (PC23)",S,IS,AF,2018-12-11,2018-12-18,2019-01-13,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6983,70579,"Salem, IL",Illinois (94),,SD60E,2015,1988-12-01,2014-08-29,4000,RD Unit IN RD Service,RD Conway Shop (4T),2018-07-02,TXIFV,CON,MDH,RD,,A,,AF,2019-06-30,2019-07-07,2019-05-21,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 6977,45TC,"Kingsport, TN",Pocahontas (62),,SD60E,2015,1990-12-01,2014-06-30,4000,RD Unit IN RD Service,RD Juniata (JB),2014-06-27,TXIFV,JUN,MDH,RD,,A,IT,AF,2019-04-16,2019-04-23,2019-04-21,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6978,135H,"Austell Intermodal, GA",Georgia (04),,SD60E,2015,1990-12-01,2014-06-30,4000,RD Unit IN RD Service,RL Austell Transfer (A1),2019-02-19,TXIFV,INM,CHA,RD,"Atlanta, GA  (148H)",A,IC,AF,2019-04-24,2019-05-01,2019-04-25,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6988,A630,"Meridian, MS",Alabama (08),,SD60E,2015,1990-12-01,2014-10-31,4000,RD Unit IN RD Service,RL Newark DE (3N),2018-11-28,QEGV1,ENO,ENO,RD,"Newark, DE  (PL39)",A,,AF,2019-06-07,2019-06-14,2019-05-20,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6991,YG58,"Youngstown, OH",Pittsburgh (74),14M.26,SD60E,2015,1990-12-01,2014-11-29,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,,AF,2019-05-01,2019-05-08,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6996,11743,"Gilbert, WV",Pocahontas (62),,SD60E,2015,1990-12-01,2015-01-31,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,,AF,2019-06-27,2019-07-04,2019-05-10,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 6998,13001,"Hagerstown Scanner, MD",Harrisburg (72),35Q.26,SD60E,2015,1990-12-01,2015-02-28,4000,RD Unit IN RD Service,RD Conway Shop (4T),,,CON,MDH,RD,,A,,AF,2019-06-17,2019-06-24,2019-05-23,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 7014,09873,"Oakwood, MI",Dearborn (76),,SD60E,2015,1990-12-01,2015-07-31,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,,AF,2019-06-20,2019-06-27,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 7015,PT236,"Altoona, PA",Pittsburgh (74),534.24,SD60E,2015,1990-12-01,2015-08-31,4000,RD Unit IN RD Service,RD Strawberry Ridge/York Haven (SY),2019-02-25,TXIFV,JUN,JUN,RD,,A,,AF,2019-07-07,2019-07-14,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,Y,,"71'7""",412000
NS 7013,PT236,"Altoona, PA",Pittsburgh (74),,SD60E,2015,1991-07-01,2015-07-31,4000,RD Unit IN RD Service,RD Juniata (JB),2019-02-22,TXIFV,JUN,MDH,RD,,A,IS,AF,2019-04-16,2019-04-23,2019-05-09,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,3800,Y,5,CCB26,Y,N,,"71'7""",412000
NS 0621,01253,"Lafayette South, IN",Illinois (94),,RP-M4C,2015,2014-12-30,,0,Booster IN RD Servic,IL Decatur IL (IL),2016-03-14,QEGV1,DEC,CON,YL,"Decatur, IL  (09141)",A,,MR,2019-05-30,2019-06-06,2019-04-14,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,CAN-AAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0753,R109,"Columbia, SC",Piedmont (03),,RP-E4C,2015,2015-01-09,,0,Booster IN YD Servic,PD Columbia SC (CB),2017-02-28,QEGV1,SPE,SCX,YL,"Columbia, SC  (R109)",A,,ME,2019-05-13,2019-05-20,,4,Low,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,TAAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0645,00510,"Chicago, IL",Dearborn (76),,RP-M4C,2015,2015-01-30,,0,Booster IN RD Servic,DB Chicago IL (Calumet) (ca),2016-02-16,QEGV1,CHI,ELK,YL,"Calumet, IL  (00518)",A,,AF,2019-06-01,2019-06-08,2019-05-21,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0754,PT236,"Altoona, PA",Pittsburgh (74),,RP-E4C,2015,2015-02-25,,0,Booster IN YD Servic,PB Altoona PA (PA),2017-03-10,TXIFV,JUN,JUN,YL,"Altoona, PA  (PT236)",A,,ME,2019-06-20,2019-06-27,,4,Low,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,TAAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0648,1288,"East Point, GA",Georgia (04),GE45.25,RP-M4C,2015,2015-02-27,,0,Booster IN RD Servic,GA East Point GA (EP),2016-02-02,QEGV1,INM,CHA,YL,"East Point, GA  (1288)",A,,AF,2019-07-06,2019-07-13,2019-05-16,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0649,1288,"East Point, GA",Georgia (04),,RP-M4C,2015,2015-04-30,,0,Booster IN RD Servic,GA East Point GA (EP),2016-02-02,QEGV1,INM,CHA,YL,"East Point, GA  (1288)",A,,MR,2019-05-30,2019-06-06,2019-04-25,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0650,148H,"Atlanta, GA",Georgia (04),,RP-M4C,2015,2015-04-30,,0,Booster IN RD Servic,GA East Point GA (EP),2016-02-02,QEGV1,INM,CHA,YL,"East Point, GA  (1288)",A,,MR,2019-06-29,2019-07-06,2019-04-25,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0651,157H,"South Yard, GA",Georgia (04),GZ04.26,RP-M4C,2015,2015-05-30,,0,Booster IN RD Servic,GA East Point GA (EP),2018-06-21,TXIFV,INM,CHA,YL,"East Point, GA  (1288)",A,,AF,2019-07-02,2019-07-09,2019-05-13,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0652,1288,"East Point, GA",Georgia (04),,RP-M4C,2015,2015-07-31,,0,Booster IN RD Servic,GA East Point GA (EP),2018-06-21,TXIFV,INM,CHA,YL,"East Point, GA  (1288)",A,,AF,2019-04-26,2019-05-03,2019-05-11,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0653,1288,"East Point, GA",Georgia (04),GE06.26,RP-M4C,2015,2015-08-31,,0,Booster IN RD Servic,GA Forest Park GA (FP),2016-02-02,QEGV1,INM,CHA,YL,"Forest Park, GA  (1281)",A,,AF,2019-06-15,2019-06-22,2019-05-06,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0658,13K,"Krannert, GA",Georgia (04),,RP-M4C,2015,2015-09-02,,0,Booster IN RD Servic,GA Krannert GA (KR),2016-08-15,QEGV1,INM,CHA,YL,"Krannert, GA  (13K)",A,,AF,2019-06-24,2019-07-01,2019-05-04,4,High,,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,Y,Y,CCB26,N,N,,"59'2""",278000
NS 0654,148H,"Atlanta, GA",Georgia (04),,RP-M4C,2015,2015-12-29,,0,Booster IN RD Servic,GA Atlanta GA (GA),2016-04-26,QEGV1,INM,CHA,YL,"Atlanta, GA  (148H)",A,AS,AF,2019-04-16,2019-04-23,2019-03-16,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,,,,,,,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0613,CD422,"Elkhart, IN",Dearborn (76),,RP-M4C,2014,1980-09-15,2013-06-29,0,Booster IN RD Servic,PB Youngstown OH (YG),2016-03-04,QEGV1,CON,CON,YL,"Youngstown, OH  (YG58)",A,,AF,2019-06-13,2019-06-20,2019-05-27,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,CAN-AAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0614,378,"Charlotte, NC",Piedmont (03),,RP-M4C,2014,1980-09-25,2014-01-31,0,Booster IN RD Servic,PD Charlotte NC (NC),2014-07-18,TXIFV,SPE,SCX,YL,"Charlotte, NC  (378)",A,,MR,2019-06-09,2019-06-16,2019-04-27,4,High,Y,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,CAN-AAR,Beltpack W/ Psp,,,QEI-CMU,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0751,CD190,"Cleveland Rockport, OH",Pittsburgh (74),,RP-E4C,2014,1980-11-15,2014-04-29,0,Booster IN YD Servic,DB Clv OH (Rockport) (cl),2014-04-29,W4WJW,CLV,BEL,YL,"Cleveland Rockport, OH  (CD190)",A,IB,MR,2019-04-20,2019-04-27,,4,Low,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,TAAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
NS 0749,791,"Birmingham, AL",Alabama (08),AB48.25,RP-E4C,2014,1980-11-21,2014-05-01,0,Booster IN YD Servic,AL Birmingham Hump/Pb (AQ),2018-06-14,TXIFV,BIR,BIR,YL,"Birmingham, AL  (791)",A,RT,ME,2019-05-11,2019-05-18,,4,Low,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,TAAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,Y,N,,"59'2""",278000
NS 0750,791,"Birmingham, AL",Alabama (08),,RP-E4C,2014,1981-07-06,2014-06-30,0,Booster IN YD Servic,AL Birmingham Hump/Pb (AQ),2018-06-14,TXIFV,BIR,BIR,YL,"Birmingham, AL  (791)",S,IS,MR,2019-03-16,2019-03-23,,4,Low,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,,,TAAR,Beltpack W/ Psp,,,NEQ,0,N,Y,CCB26,N,N,,"59'2""",278000
